,bill_number,title,short_title​,sponsor_party​,introduced_date​,enacted​,vetoed​,cosponsors_count​,cosponsors_R,cosponsors_D,cosponsors_I,primary_subject​,summary_short​,actions_count​,votes_count
10,HRES48,Providing for consideration of the bill (H.R. 444) to require that if the President's fiscal year 2014 budget does not achieve balance in a fiscal year covered by such budget the President shall submit a supplemental unified budget by April 1 2013 which identifies a fiscal year in which balance is achieved and for other purposes.,Providing for consideration of the bill (H.R. 444) to require that if the President's fiscal year 2014 budget does not achieve balance in a fiscal year covered by such budget the President shall submit a supplemental unified budget by April 1 2013 whi,R,2013-02-04,,,0,0,0,0,Congress,Sets forth the rule for consideration of the bill (H.R. 444) to require that if the President's fiscal year 2014 budget does not achieve balance in a fiscal year covered by such budget the President shall submit a supplemental unified budget by April 1 2013 which identifies a fiscal year in which balance is achieved.,8,2
11,HR444,To require that if the President's fiscal year 2014 budget does not achieve balance in a fiscal year covered by such budget the President shall submit a supplemental unified budget by April 1 2013 which identifies a fiscal year in which balance is achieved and for other purposes.,Require a PLAN Act,R,2013-02-01,,,83,83,0,0,Economics and Public Finance,Require Presidential Leadership and No Deficit Act or Require a PLAN Act - Directs the President if his budget for FY2014 as submitted to Congress results in a projected deficit in every fiscal year for which estimates are provided in it to submit by April 1 2013 a supplemental unified budget (the total level of outlays total level of receipts and the resulting deficit or surplus of the U.S. government for a fiscal year). Requires a supplemental unified budget to include:  the informa...,36,4
12,HR592,To amend the Robert T. Stafford Disaster Relief and Emergency Assistance Act to clarify that houses of worship are eligible for certain disaster relief and emergency assistance on terms equal to other eligible private nonprofit facilities and for other purposes.,Federal Disaster Assistance Nonprofit Fairness Act of 2013,R,2013-02-08,,,9,4,5,0,Emergency Management,"(This measure has not been amended since it was introduced. The summary of that version is repeated here.) Federal Disaster Assistance Nonprofit Fairness Act of 2013 - Amends the Robert T. Stafford Disaster Relief and Emergency Assistance Act to include community centers including tax-exempt houses of worship as ""private nonprofit facilities"" for purposes of disaster relief and emergency assistance eligibility under such Act. Makes a church synagogue mosque temple or other house of wors...",11,1
13,HR267,To improve hydropower and for other purposes.,Hydropower Regulatory Efficiency Act of 2013,R,2013-01-15,2013-08-06,,9,4,5,0,Water Resources Development,(This measure has not been amended since it was introduced. The expanded summary of the House passed version is repeated here.) Hydropower Regulatory Efficiency Act of 2013 - (Sec. 3) Amends the Public Utility Regulatory Policies Act of 1978 (PURPA) to increase from 5000 to 10000 kilowatts the size of small hydroelectric power projects which the Federal Energy Regulatory Commission (FERC) may exempt from its license requirements.  (Sec. 4) Amends the Federal Power Act to revise the limitati...,22,1
14,HRES66,Providing for consideration of the bill (H.R. 273) to eliminate the 2013 statutory pay adjustment for Federal employees and for other purposes.,Providing for consideration of the bill (H.R. 273) to eliminate the 2013 statutory pay adjustment for Federal employees and for other purposes.,R,2013-02-13,,,0,0,0,0,Congress,Sets forth the rule for consideration of the bill (H.R. 273) to eliminate the 2013 statutory pay adjustment for Federal employees.,11,2
15,HCONRES15,Providing for a conditional adjournment of the House of Representatives and a conditional recess or adjournment of the Senate.,Providing for a conditional adjournment of the House of Representatives and a conditional recess or adjournment of the Senate.,R,2013-02-15,,,0,0,0,0,Congress,(This measure has not been amended since it was introduced. The summary of that version is repeated here.) Declares that when the House adjourns on any legislative day from Friday February 15 2013 through Thursday February 21 2013 it stand adjourned until 2 p.m. on Monday February 25 2013. Declares that when the Senate recesses or adjourns on Friday February 15 2013 it stand recessed or adjourned until noon on Monday February 25 2013.,5,1
16,HR273,To eliminate the 2013 statutory pay adjustment for Federal employees.,To eliminate the 2013 statutory pay adjustment for Federal employees.,R,2013-01-15,,,48,48,0,0,Government Operations and Politics,(This measure has not been amended since it was introduced. The summary of that version is repeated here.) Amends the Continuing Appropriations Act 2011 as amended by the Continuing Appropriations Resolution 2013 (P.L. 112-175) to extend through December 31 2013: (1) the freeze on statutory pay adjustments for federal employees and officials and (2) the prohibition against any member of the Senior Executive Service or any senior level employee in the executive branch from receiving an i...,12,1
17,HRES65,Condemning the Government of North Korea for its flagrant and repeated violations of multiple United Nations Security Council resolutions for its repeated provocations that threaten international peace and stability and for its February 12 2013 test of a nuclear device.,Condemning the Government of North Korea for its flagrant and repeated violations of multiple United Nations Security Council resolutions for its repeated provocations that threaten international peace and stability and for its February 12 2013 test o,R,2013-02-13,,,20,16,4,0,International Affairs,Condemns North Korea for its: (1) violations of multiple United Nations (U.N.) Security Council resolutions (2) provocations that threaten international peace and (3) February 12 2013 test of a nuclear device.  Expresses solidarity with the people of North Korea who suffer material deprivation and denial of their basic human rights and political liberties.   Reaffirms the commitment of the United States to its alliances with Japan and South Korea.   Calls upon China to: (1) pressure North...,8,1
18,HR667,To redesignate the Dryden Flight Research Center as the Neil A. Armstrong Flight Research Center and the Western Aeronautical Test Range as the Hugh L. Dryden Aeronautical Test Range.,To redesignate the Dryden Flight Research Center as the Neil A. Armstrong Flight Research Center and the Western Aeronautical Test Range as the Hugh L. Dryden Aeronautical Test Range.,R,2013-02-13,2014-01-09,,8,7,1,0,"Science, Technology, Communications","(This measure has not been amended since it was introduced. The summary of that version is repeated here.) Redesignates: (1) the National Aeronautics and Space Administration (NASA) Hugh L. Dryden Flight Research Center in Edwards California as the ""NASA Neil A. Armstrong Flight Research Center"" and (2) the National Aeronautics and Space Administration Western Aeronautical Test Range in California as the ""NASA Hugh L. Dryden Aeronautical Test Range."" ",15,1
19,HRES77,Establishing an academic competition in the fields of science technology engineering and mathematics among students in Congressional districts.,Academic Competition Resolution of 2013,R,2013-02-25,,,18,8,10,0,Education,(This measure has not been amended since it was introduced. The summary of that version is repeated here.) Academic Competition Resolution of 2013 - Establishes an annual academic competition in the fields of science technology engineering and mathematics (STEM) to be held among students in each congressional district. ,8,1
20,HRES83,Providing for consideration of the bill (S. 47) To reauthorize the Violence Against Women Act of 1994.,Providing for consideration of the bill (S. 47) To reauthorize the Violence Against Women Act of 1994.,R,2013-02-26,,,0,0,0,0,Congress,Sets forth the rule for consideration of the bill (S. 47) To reauthorize the Violence Against Women Act of 1994.,10,2
21,S47,A bill to reauthorize the Violence Against Women Act of 1994.,Violence Against Women Reauthorization Act of 2013,D,2013-01-22,2013-03-04,,61,7,52,0,Crime and Law Enforcement,"(This measure has not been amended since it was passed by the Senate on February 12 2013. The summary of that version is repeated here.) Violence Against Women Reauthorization Act of 2013 - (Sec. 3) Amends the Violence Against Women Act of 1994 (VAWA) to add or expand definitions of several terms used in such Act including : (1) ""culturally specific services"" to mean community-based services that offer culturally relevant and linguistically specific services and resources to culturally spec...",25,10
22,HR668,To amend section 1105(a) of title 31 United States Code to require that annual budget submissions of the President to Congress provide an estimate of the cost per taxpayer of the deficit and for other purposes.,To amend section 1105(a) of title 31 United States Code to require that annual budget submissions of the President to Congress provide an estimate of the cost per taxpayer of the deficit and for other purposes.,R,2013-02-13,,,6,6,0,0,Economics and Public Finance,(This measure has not been amended since it was introduced. The summary of that version is repeated here.) Requires the President's annual buget submission to Congress to provide an estimate of the pro rata cost to individuals who file an income tax return of any projected deficit for the fiscal year.,9,1
23,HR338,To amend title 18 United States Code to include certain territories and possessions of the United States in the definition of State for the purposes of chapter 114 relating to trafficking in contraband cigarettes and smokeless tobacco.,Stop Tobacco Smuggling in the Territories Act of 2013,D,2013-01-22,,,4,0,4,0,Crime and Law Enforcement,"(This measure has not been amended since it was introduced. The summary of that version is repeated here.) Stop Tobacco Smuggling in the Territories Act of 2013 - Amends the federal criminal code to include American Samoa the Commonwealth of the Northern Mariana Islands and Guam in the definition of ""state"" for purposes of provisions prohibiting trafficking in contraband cigarettes and smokeless tobacco.",10,1
24,HRES99,Providing for consideration of the bill (H.R. 933) making appropriations for the Department of Defense the Department of Veterans Affairs and other departments and agencies for the fiscal year ending September 30 2013 and for other purposes.,Providing for consideration of the bill (H.R. 933) making appropriations for the Department of Defense the Department of Veterans Affairs and other departments and agencies for the fiscal year ending September 30 2013 and for other purposes.,R,2013-03-05,,,0,0,0,0,Congress,Sets forth the rule for consideration of the bill (H.R. 933) making appropriations for the Department of Defense the Department of Veterans Affairs and other departments and agencies for the fiscal year ending September 30 2013.,8,2
25,HR933,Making appropriations for the Department of Defense the Department of Veterans Affairs and other departments and agencies for the fiscal year ending September 30 2013 and for other purposes.,Consolidated and Further Continuing Appropriations Act 2013,R,2013-03-04,2013-03-22,,0,0,0,0,Economics and Public Finance,(This measure has not been amended since it was passed by the Senate on March 20 2013. The summary of that version is repeated here.) Consolidated and Further Continuing Appropriations Act 2013 - Division A: Agriculture Rural Development Food and Drug Administration and Related Agencies Appropriations Act 2013 - Title I: Agricultural Programs - Appropriates FY2013 funds for the following Department of Agriculture (USDA) programs and services:  Office of the Secretary of Agriculture (Sec...,40,14
26,HR1035,To require a study of voluntary community-based flood insurance options and how such options could be incorporated into the national flood insurance program and for other purposes.,To require a study of voluntary community-based flood insurance options and how such options could be incorporated into the national flood insurance program and for other purposes.,D,2013-03-07,,,2,1,1,0,Emergency Management,(This measure has not been amended since it was introduced. The summary has been expanded because action occurred on the measure.)  Directs the Administrator of the Federal Emergency Management Agency (FEMA) to study and report to Congress on options methods and strategies for making voluntary community-based flood insurance policies available through the National Flood Insurance Program including a strategy to implement options that would encourage communities to undertake flood mitigatio...,9,1
27,HRES107,Providing for consideration of the bill (H.R. 890) to prohibit waivers relating to compliance with the work requirements for the program of block grants to States for temporary assistance for needy families and for other purposes.,Providing for consideration of the bill (H.R. 890) to prohibit waivers relating to compliance with the work requirements for the program of block grants to States for temporary assistance for needy families and for other purposes.,R,2013-03-12,,,0,0,0,0,Congress,Sets forth the rule for consideration of the bill (H.R. 890) to prohibit waivers relating to compliance with the work requirements for the program of block grants to States for temporary assistance for needy families.,10,2
28,HR890,To prohibit waivers relating to compliance with the work requirements for the program of block grants to States for temporary assistance for needy families and for other purposes.,Preserving the Welfare Work Requirement and TANF Extension Act of 2013,R,2013-02-28,,,23,23,0,0,Social Welfare,Preserving the Welfare Work Requirement and TANF Extension Act of 2013 - Prohibits the Secretary of Health and Human Services (HHS) from finalizing implementing enforcing or otherwise taking any action to give effect to the Information Memorandum dated July 12 2012 (Transmittal No. TANF-ACF-IM-2012-03) or to any administrative action relating to the same subject matter or that reflects the same or similar policies.  Prohibits the Secretary also from authorizing approving modifying or ...,19,2
29,HRES113,Providing for consideration of the bill (H.R. 803) to reform and strengthen the workforce investment system of the Nation to put Americans back to work and make the United States more competitive in the 21st century.,Providing for consideration of the bill (H.R. 803) to reform and strengthen the workforce investment system of the Nation to put Americans back to work and make the United States more competitive in the 21st century.,R,2013-03-13,,,0,0,0,0,Congress,Sets forth the rule for consideration of the bill (H.R. 803) to reform and strengthen the workforce investment system of the Nation to put Americans back to work and make the United States more competitive in the 21st century.,8,2
30,HR803,To reform and strengthen the workforce investment system of the Nation to put Americans back to work and make the United States more competitive in the 21st century.,Workforce Innovation and Opportunity Act,R,2013-02-25,2014-07-15,,23,23,0,0,Labor and Employment,"Workforce Innovation and Opportunity Act - Amends the Workforce Investment Act of 1998 (WIA) to revise requirements and reauthorize appropriations for: (1) WIA title I workforce development systems for job training and employment services; and (2) WIA title II adult education and family literacy education programs. (Sec. 3) Defines ""core programs"" to mean: (1) youth workforce investment activities and adult and dislocated worker employment and training activities (2) adult education and li...",55,7
31,HCONRES18,Authorizing the use of the Capitol Grounds for the National Peace Officers' Memorial Service.,Authorizing the use of the Capitol Grounds for the National Peace Officers' Memorial Service.,R,2013-02-26,,,1,0,1,0,Congress,(This measure has not been amended since it was introduced. The summary of that version is repeated here.) Permits the Grand Lodge of the Fraternal Order of Police and its auxiliary to sponsor a free public event the 32nd Annual National Peace Officers' Memorial Service on the Capitol grounds on May 15 2013 to honor the law enforcement officers who died in the line of duty during 2012.,17,1
32,HCONRES19,Authorizing the use of the Capitol Grounds for the Greater Washington Soap Box Derby.,Authorizing the use of the Capitol Grounds for the Greater Washington Soap Box Derby.,D,2013-02-26,,,7,1,6,0,Congress,(This measure has not been amended since it was introduced. The summary of that version is repeated here.) Permits the Greater Washington Soap Box Derby Association to sponsor soap box derby races as a free public event on the Capitol grounds on June 15 2013.,17,1
33,HRES122,Providing for consideration of the concurrent resolution (H. Con. Res. 25) establishing the budget for the United States Government for fiscal year 2014 and setting forth appropriate budgetary levels for fiscal years 2015 through 2023; providing for consideration of the resolution (H. Res. 115) providing for the expenses of certain committees of the House of Representatives in the One Hundred Thirteenth Congress; and for other purposes.,Providing for consideration of the concurrent resolution (H. Con. Res. 25) establishing the budget for the United States Government for fiscal year 2014 and setting forth appropriate budgetary levels for fiscal years 2015 through 2023; providing for consi,R,2013-03-18,,,0,0,0,0,Congress,Sets forth the rule for consideration of the concurrent resolution (H. Con. Res. 25) establishing the budget for the United States Government for fiscal year 2014 and setting forth appropriate budgetary levels for fiscal years 2015 through 2023; providing for consideration of the resolution (H. Res. 115) providing for the expenses of certain committees of the House of Representatives in the One Hundred Thirteenth Congress.,10,2
34,HRES115,Providing for the expenses of certain committees of the House of Representatives in the One Hundred Thirteenth Congress.,Providing for the expenses of certain committees of the House of Representatives in the One Hundred Thirteenth Congress.,R,2013-03-13,,,0,0,0,0,Congress,(This measure has not been amended since it was introduced. The summary of that version is repeated here.) Sets forth the levels of payment for 113th Congress expenses (including staff salaries) for the Committees on: (1) Agriculture; (2) Armed Services; (3) the Budget; (4) Education and the Workforce; (5) Energy and Commerce; (6) Ethics; (7) Financial Services; (8) Foreign Affairs; (9) Homeland Security; (10) House Administration; (11) Permanent Select Committee on Intelligence; (12) the Jud...,11,1
35,HCONRES25,Establishing the budget for the United States Government for fiscal year 2014 and setting forth appropriate budgetary levels for fiscal years 2015 through 2023.,Establishing the budget for the United States Government for fiscal year 2014 and setting forth appropriate budgetary levels for fiscal years 2015 through 2023.,R,2013-03-15,,,0,0,0,0,Economics and Public Finance,Sets forth the congressional budget for the federal government for FY2013 including the appropriate budgetary levels for FY2015-FY2023. Title I: Recommended Levels and Amounts - (Sec. 101) Lists recommended budgetary levels and amounts for FY2013-FY2023 with respect to: (1) federal revenues (2) new budget authority (3) budget outlays (4) deficits (5) public debt and (6) debt held by the public. (Sec. 102) Lists the appropriate levels of new budget authority outlays and administrative ...,35,6
36,HR254,To authorize the Secretary of the Interior to facilitate the development of hydroelectric power on the Diamond Fork System of the Central Utah Project.,Bonneville Unit Clean Hydropower Facilitation Act,R,2013-01-15,2013-07-12,,0,0,0,0,Energy,(This measure has not been amended since it was introduced. The summary of that version is repeated here.) Bonneville Unit Clean Hydropower Facilitation Act - Declares that in order to facilitate hydropower development on the Diamond Fork System (Utah) a certain amount of reimbursable costs allocated to project power in the Power Appendix of the October 2004 Supplement to the 1988 Bonneville Unit Definite Plan Report shall be considered final costs as well as specified costs in excess of t...,23,1
37,HR1033,To authorize the acquisition and protection of nationally significant battlefields and associated sites of the Revolutionary War and the War of 1812 under the American Battlefield Protection Program.,American Battlefield Protection Program Amendments Act of 2013,D,2013-03-07,,,15,4,11,0,Public Lands and Natural Resources,American Battlefield Protection Program Amendments Act of 2013 - Amends the Omnibus Public Land Management Act of 2009 to reauthorize through FY2018 and expand the Battlefield Acquisition Grant Program to: (1) include the preservation of Revolutionary War and War of 1812 sites in the United States; and (2) permit the acquisition not only of an interest in an eligible site but also an eligible site. Requires acquisitions of lands or interests under the Act to be from willing sellers only.  Re...,19,1
38,HRES140,Providing for consideration of the bill (H.R. 678) to authorize all Bureau of Reclamation conduit facilities for hydropower development under Federal Reclamation law and for other purposes.,Providing for consideration of the bill (H.R. 678) to authorize all Bureau of Reclamation conduit facilities for hydropower development under Federal Reclamation law and for other purposes.,R,2013-04-09,,,0,0,0,0,Congress,Sets forth the rule for consideration of the bill (H.R. 678) to authorize all Bureau of Reclamation conduit facilities for hydropower development under Federal Reclamation law.,8,1
39,HR678,To authorize all Bureau of Reclamation conduit facilities for hydropower development under Federal Reclamation law and for other purposes.,Bureau of Reclamation Small Conduit Hydropower Development and Rural Jobs Act,R,2013-02-13,2013-08-06,,11,10,1,0,Energy,"(This measure has not been amended since it was passed by the House on April 10 2013. The summary of that version is repeated here.) Bureau of Reclamation Small Conduit Hydropower Development and Rural Jobs Act - Amends the Reclamation Project Act of 1939 to authorize the Secretary of the Interior (acting through the Bureau of Reclamation) to contract for the development of small conduit hydropower at Bureau facilities. Defines: (1) ""small conduit hydropower"" as five megawatts or less; and (...",40,3
40,HRES146,Providing for consideration of the bill (H.R. 1120) to prohibit the National Labor Relations Board from taking any action that requires a quorum of the members of the Board until such time as Board constituting a quorum shall have been confirmed by the Senate the Supreme Court issues a decision on the constitutionality of the appointments to the Board made in January 2012 or the adjournment sine die of the first session of the 113th Congress.,Providing for consideration of the bill (H.R. 1120) to prohibit the National Labor Relations Board from taking any action that requires a quorum of the members of the Board until such time as Board constituting a quorum shall have been confirmed by the Se,R,2013-04-10,,,0,0,0,0,Congress,Sets forth the rule for consideration of the bill (H.R. 1120) to prohibit the National Labor Relations Board from taking any action that requires a quorum of the members of the Board until such time as Board constituting a quorum shall have been confirmed by the Senate the Supreme Court issues a decision on the constitutionality of the appointments to the Board made in January 2012 or the adjournment sine die of the first session of the 113th Congress.,10,2
41,HR1120,To prohibit the National Labor Relations Board from taking any action that requires a quorum of the members of the Board until such time as Board constituting a quorum shall have been confirmed by the Senate the Supreme Court issues a decision on the constitutionality of the appointments to the Board made in January 2012 or the adjournment sine die of the first session of the 113th Congress.,Preventing Greater Uncertainty in Labor-Management Relations Act,R,2013-03-13,,,25,25,0,0,Labor and Employment,(This measure has not been amended since it was reported to the House on April 9 2013. The summary of that version is repeated here.) Preventing Greater Uncertainty in Labor-Management Relations Act - Requires the National Labor Relations Board (NLRB) to cease all activity that requires a quorum of Board members. Prohibits the Board from appointing any personnel nor implementing administering or enforcing any decision rule vote or other action decided undertaken adopted issued or fi...,18,2
42,HR1162,To amend title 31 United States Code to make improvements in the Government Accountability Office.,Government Accountability Office Improvement Act,R,2013-03-14,,,1,0,1,0,Government Operations and Politics,(This measure has not been amended since it was passed by the House on April 15 2013. The summary of that version is repeated here.) Government Accountability Office Improvement Act - Authorizes the Comptroller General to: (1) obtain federal agency records required to discharge his or her duties (including audit evaluation and investigative duties) including through bringing civil actions under this Act (2) make and retain copies of agency records and (3) administer oaths when investiga...,16,1
43,HR882,To prohibit the awarding of a contract or grant in excess of the simplified acquisition threshold unless the prospective contractor or grantee certifies in writing to the agency awarding the contract or grant that the contractor or grantee has no seriously delinquent tax debts and for other purposes.,Contracting and Tax Accountability Act of 2013,R,2013-02-28,,,1,0,1,0,Taxation,Contracting and Tax Accountability Act of 2013 - (Sec. 2) States that it is the policy of the U.S. government that no government contracts or grants should be awarded to individuals or business entities with seriously delinquent federal tax debts.  (Sec. 3) Requires the head of any executive agency that issues an invitation for bids or a request for proposals for a contract in an amount greater than the simplified acquisition threshold (i.e. $150000) to require each person submitting a bid ...,13,1
44,HR249,To amend title 5 United States Code to provide that persons having seriously delinquent tax debts shall be ineligible for Federal employment.,Federal Employee Tax Accountability Act of 2013,R,2013-01-15,,,0,0,0,0,Government Operations and Politics,"(This measure has not been amended since it was introduced. The summary of that version is repeated here.) Federal Employee Tax Accountability Act of 2013 - Makes any person who has a seriously delinquent tax debt ineligible for federal employment or to continue serving as a federal employee. Defines ""seriously delinquent tax debt"" as an outstanding tax debt for which a notice of lien has been filed in public records. Exempts a tax debt: (1) that is being paid in a timely manner under an appr...",14,1
45,HR1163,To amend chapter 35 of title 44 United States Code to revise requirements relating to Federal information security and for other purposes.,Federal Information Security Amendments Act of 2013,R,2013-03-14,,,5,2,3,0,Government Operations and Politics,Federal Information Security Amendments Act of 2013 - (Sec. 2) Amends the Federal Information Security Management Act of 2002 (FISMA) to reestablish the oversight authority of the Director of the Office of Management and Budget (OMB) with respect to agency information and security policies and practices. Extends the security requirements of federal agencies to include responsibilities for: (1) complying with computer standards developed by the National Institute of Standards and Technology (N...,13,1
46,HR756,To advance cybersecurity research development and technical standards and for other purposes.,Cybersecurity Enhancement Act of 2013,R,2013-02-15,,,13,8,5,0,"Science, Technology, Communications",(This measure has not been amended since it was reported to the House on April 11 2013. The summary of that version is repeated here.)  Cybersecurity Enhancement Act of 2013 - Title I: Research and Development   - (Sec. 103) Directs specified federal agencies participating in the National High-Performance Computing Program to: (1) transmit to Congress a cybersecurity strategic research and development plan and triennial updates and (2) develop and annually update an implementation roadmap f...,13,1
47,HR967,To amend the High-Performance Computing Act of 1991 to authorize activities for support of networking and information technology research and for other purposes.,Advancing America's Networking and Information Technology Research and Development Act of 2013,R,2013-03-05,,,4,2,2,0,"Science, Technology, Communications",(This measure has not been amended since it was reported to the House on April 11 2013. The summary of that version is repeated here.)  Advancing America's Networking and Information Technology Research and Development Act of 2013 - Amends the High-Performance Computing Act of 1991 to rename the National High-Performance Computing Program as the Networking and Information Technology Research and Development Program.   (Sec. 2) Directs the federal agencies participating in the Program to: (1)...,13,1
48,HRES164,Providing for consideration of the bill (H.R. 624) to provide for the sharing of certain cyber threat intelligence and cyber threat information between the intelligence community and cybersecurity entities and for other purposes.,Providing for consideration of the bill (H.R. 624) to provide for the sharing of certain cyber threat intelligence and cyber threat information between the intelligence community and cybersecurity entities and for other purposes.,R,2013-04-16,,,0,0,0,0,Congress,Sets forth the rule for consideration of the bill (H.R. 624) to provide for the sharing of certain cyber threat intelligence and cyber threat information between the intelligence community and cybersecurity entities.,7,1
49,HR624,To provide for the sharing of certain cyber threat intelligence and cyber threat information between the intelligence community and cybersecurity entities and for other purposes.,Cyber Intelligence Sharing and Protection Act,R,2013-02-13,,,37,25,12,0,Armed Forces and National Security,"Cyber Intelligence Sharing and Protection Act - (Sec. 2) Directs the federal government to conduct cybersecurity activities to provide shared situational awareness enabling integrated operational actions to protect prevent mitigate respond to and recover from cyber incidents.  Defines ""shared situational awareness"" as an environment where cyber threat information is shared in real time between all designated federal cyber operations centers to provide actionable information about all know...",53,8
50,HR1067,To make revisions in title 36 United States Code as necessary to keep the title current and make technical corrections and improvements.,To make revisions in title 36 United States Code as necessary to keep the title current and make technical corrections and improvements.,R,2013-03-12,2014-12-12,,1,0,1,0,Government Operations and Politics,(This measure has not been amended since it was introduced. The summary of that version is repeated here.) Amends title 36 of the United States Code (Patriotic and National Observances Ceremonies and Organizations) to revise and expand the tables of contents for such title and its subtitles revise the formatting of the chapter headings and make technical corrections to subtitle and chapter headings.,19,1
