,bill_number,title,short_title​,sponsor_party​,introduced_date​,enacted​,vetoed​,cosponsors_count​,cosponsors_R,cosponsors_D,cosponsors_I,primary_subject​,summary_short​,actions_count​,votes_count
10,HR265,Making appropriations for Agriculture Rural Development Food and Drug Administration and Related Agencies programs for the fiscal year ending September 30 2019 and for other purposes.,Agriculture Rural Development Food and Drug Administration and Related Agencies Appropriations Act 2019,D,2019-01-08,,,0,0,0,0,Economics and Public Finance,Highlights:  This bill provides FY2019 appropriations for the Department of Agriculture (USDA) except for the Forest Service which is included in the Department of the Interior Environment and Related Agencies appropriations bill. The bill also provides appropriations for the Food and Drug Administration (FDA) and the Farm Credit Administration.  The bill includes both discretionary and mandatory funding. The mandatory funding levels are generally set by authorizing legislation such as th...,19,2
11,HR266,Making appropriations for the Department of the Interior environment and related agencies for the fiscal year ending September 30 2019 and for other purposes.,Paycheck Protection Program and Health Care Enhancement Act,D,2019-01-08,2020-04-24,,0,0,0,0,Economics and Public Finance,Paycheck Protection Program and Health Care Enhancement Act This bill responds to the COVID-19 (i.e. coronavirus disease 2019) outbreak by providing additional funding for small business loans health care providers and COVID-19 testing.   DIVISION A--SMALL BUSINESS PROGRAMS (Sec. 101) This division provides additional lending authority for certain Small Business Administration (SBA) programs in response to COVID-19. Specifically the division increases the authority for (1) the Paycheck Pr...,35,3
12,S24,A bill to provide for the compensation of Federal and other government employees affected by lapses in appropriations.,Government Employee Fair Treatment Act of 2019,D,2019-01-03,2019-01-16,,44,2,40,0,Government Operations and Politics,Government Employee Fair Treatment Act of 2019 This bill requires employees of the federal government or a District of Columbia public employer who are furloughed or required to work during a lapse in appropriations beginning on or after December 22 2018 to be compensated for the period of the lapse. The employees must be compensated on the earliest date possible after the lapse ends regardless of scheduled pay dates. Employees required to work during the lapse in appropriations may use le...,21,1
13,HR221,To amend the State Department Basic Authorities Act of 1956 to monitor and combat anti-Semitism globally and for other purposes.,Special Envoy to Monitor and Combat Anti-Semitism Act,R,2019-01-03,,,87,29,58,0,International Affairs,Special Envoy to Monitor and Combat Anti-Semitism Act This bill establishes the Special Envoy for Monitoring and Combating anti-Semitism as an ambassador-rank official appointed by the President by and with the advice and consent of the Senate who leads the Office to Monitor and Combat anti-Semitism within the Department of State. (Under current law the special envoy is appointed by the Secretary of State.) The President may nominate the special envoy from among State Department officers ...,13,1
14,HR116,To amend the Small Business Investment Act of 1958 to increase the amount that certain banks and savings associations may invest in small business investment companies subject to the approval of the appropriate Federal banking agency and for other purposes.,Investing in Main Street Act of 2019,D,2019-01-03,,,3,1,2,0,Commerce,Investing in Main Street Act of 2019 This bill amends the Small Business Investment Act of 1958 to permit certain banking entities subject to the approval of the appropriate federal banking agency to invest up to 15% of their capital and surplus in one or more small business investment companies (SBICs) or in any entity established to invest solely in SBICs.,12,1
15,HJRES27,Making further continuing appropriations for fiscal year 2019 and for other purposes.,Further Additional Continuing Appropriations Act 2019,D,2019-01-14,,,0,0,0,0,Economics and Public Finance,Further Additional Continuing Appropriations Act 2019 This joint resolution provides continuing FY2019 appropriations to several federal agencies through the earlier of February 1 2019 or the enactment of the applicable appropriations legislation.  It is known as a continuing resolution (CR) and ends the partial government shutdown that began after the existing CR expired on December 21 2018 because seven of the remaining FY2019 appropriations bills have not been enacted.  (Five of the F...,9,1
16,HRES41,Rejecting White nationalism and White supremacy.,Rejecting White nationalism and White supremacy.,D,2019-01-14,,,4,0,4,0,"Civil Rights and Liberties, Minority Issues",This resolution rejects white nationalism and white supremacy as hateful expressions of intolerance that are contradictory to the values that define the people of the United States.,11,1
17,HR135,To amend the Notification and Federal Employee Antidiscrimination and Retaliation Act of 2002 to strengthen Federal antidiscrimination laws enforced by the Equal Employment Opportunity Commission and expand accountability within the Federal Government and for other purposes.,Elijah E. Cummings Federal Employee Antidiscrimination Act of 2019,D,2019-01-03,,,4,2,2,0,Government Operations and Politics,Elijah E. Cummings Federal Employee Antidiscrimination Act of 2019 This bill requires each federal agency to establish a model Equal Employment Opportunity Program that is independent of the agency's Human Capital or General Counsel office and it establishes requirements related to complaints of discrimination and retaliation in the workplace. An agency must publish a notice of any final agency action or Equal Employment Opportunity Commission (EEOC) appellate decision involving a finding of...,15,1
18,HRES43,Providing for consideration of the bill (H.R. 268) making supplemental appropriations for the fiscal year ending September 30 2019 and for other purposes and waiving a requirement of clause 6(a) of rule XIII with respect to consideration of certain resolutions reported from the Committee on Rules.,Providing for consideration of the bill (H.R. 268) making supplemental appropriations for the fiscal year ending September 30 2019 and for other purposes and waiving a requirement of clause 6(a) of rule XIII with respect to consideration of certain res,D,2019-01-15,,,0,0,0,0,Congress,Sets forth the rule for consideration of the bill (H.R. 268) making supplemental appropriations for the fiscal year ending September 30 2019 and for other purposes and waiving a requirement of clause 6(a) of rule XIII with respect to consideration of certain resolutions reported from the Committee on Rules.,9,2
19,HR190,To amend the Small Business Act to eliminate the inclusion of option years in the award price for sole source contracts and for other purposes.,Expanding Contracting Opportunities for Small Businesses Act of 2019,R,2019-01-03,,,2,0,2,0,Commerce,Expanding Contracting Opportunities for Small Businesses Act of 2019 This bill eliminates the inclusion of option years in the award price for certain sole source contracts (i.e. contracts awarded without a competitive process). Under current law option years in the award price for such contracts limit their dollar award threshold. Specifically the bill revises requirements for the award of these contracts to (1) qualified Historically Underutilized Business Zone (HUBZone) small businesses...,13,1
20,HR268,Making supplemental appropriations for the fiscal year ending September 30 2019 and for other purposes.,Supplemental Appropriations Act 2019,D,2019-01-08,,,0,0,0,0,Emergency Management,Supplemental Appropriations Act 2019  This bill provides FY2019 appropriations to federal agencies including supplemental appropriations for disaster assistance and continuing appropriations for agencies that are included in the seven FY2019 appropriations bills that have not been enacted.  The bill provides $14.2 billion in FY2019 supplemental appropriations for expenses related to the consequences of recent wildfires hurricanes volcanos earthquakes typhoons and other natural disaster...,66,9
21,HRES52,Providing for consideration of the joint resolution (H.J. Res. 28) making further continuing appropriations for fiscal year 2019 and for other purposes and providing for consideration of motions to suspend the rules.,Providing for consideration of the joint resolution (H.J. Res. 28) making further continuing appropriations for fiscal year 2019 and for other purposes and providing for consideration of motions to suspend the rules.,D,2019-01-16,,,0,0,0,0,Congress,This resolution sets forth the rule for consideration of H.J.Res. 28 (Further Additional Continuing Appropriations Act 2019).  It shall be in order at any time through the legislative day of January 25 2019 for the Speaker of the House to suspend the rules.,13,1
22,HR150,To modernize Federal grant reporting and for other purposes.,Grant Reporting Efficiency and Agreements Transparency Act of 2019,R,2019-01-03,2019-12-30,,15,8,7,0,Government Operations and Politics,Grant Reporting Efficiency and Agreements Transparency Act of 2019 or the GREAT Act This bill requires the establishment and use of data standards for information reported by recipients of federal grants. The bill requires the Office of Management and Budget jointly with the executive department that issues the most federal grant awards to (1) establish government-wide data standards for information reported by grant recipients (2) issue guidance directing federal agencies to apply those s...,25,1
23,HJRES30,Disapproving the President's proposal to take an action relating to the application of certain sanctions with respect to the Russian Federation.,Disapproving the President's proposal to take an action relating to the application of certain sanctions with respect to the Russian Federation.,D,2019-01-15,,,0,0,0,0,International Affairs,This joint resolution expresses disapproval of the Office of Foreign Assets Control's report to Congress that it intends to terminate sanctions imposed on En+ Group plc UC Rusal plc and JSC EuroSibEnergo companies connected to sanctioned Russian oligarch Oleg Deripaska. ,12,1
24,HJRES28,Making further continuing appropriations for fiscal year 2019 and for other purposes.,Further Additional Continuing Appropriations Act 2019,D,2019-01-14,2019-01-25,,0,0,0,0,Economics and Public Finance,Further Additional Continuing Appropriations Act 2019  (Sec. 101) This joint resolution provides continuing FY2019 appropriations to several federal agencies through the earlier of February 15 2019 or the enactment of the applicable appropriations legislation. It is known as a continuing resolution (CR) and ends the partial government shutdown that began after the existing CR expired on December 21 2018 because seven of the remaining FY2019 appropriations bills have not been enacted.  (F...,39,2
25,HR676,To reiterate the support of the Congress of the United States for the North Atlantic Treaty Organization and for other purposes.,NATO Support Act,D,2019-01-17,,,19,8,11,0,International Affairs,NATO Support Act  This bill prohibits the appropriation or use of funds to withdraw the United States from the North Atlantic Treaty Organization.,9,1
26,HR328,To require the Secretary of State to design and establish a Vulnerability Disclosure Process (VDP) to improve Department of State cybersecurity and a bug bounty program to identify and report vulnerabilities of internet-facing information technology of the Department of State and for other purposes.,Hack Your State Department Act,D,2019-01-08,,,2,1,1,0,"Science, Technology, Communications",Hack Your State Department Act This bill requires the Department of State to design establish and make publicly known a Vulnerability Disclosure Process to improve cybersecurity. In establishing the process the State Department must identify which information technology should be included determine whether the process should differentiate among and specify the types of security vulnerabilities that may be targeted and provide a readily available form and means of reporting amongst other...,9,1
27,HRES61,Providing for consideration of the bill (H.R. 648) making appropriations for the fiscal year ending September 30 2019 and for other purposes; providing for consideration of the joint resolution (H.J. Res. 31) making further continuing appropriations for the Department of Homeland Security for fiscal year 2019 and for other purposes; providing for consideration of motions to suspend the rules; and waiving a requirement of clause 6(a) of rule XIII with respect to consideration of certain resolutions reported from the Committee on Rules.,Providing for consideration of the bill (H.R. 648) making appropriations for the fiscal year ending September 30 2019 and for other purposes; providing for consideration of the joint resolution (H.J. Res. 31) making further continuing appropriations for,D,2019-01-22,,,0,0,0,0,Congress,This resolution sets forth the rule for consideration of H.R. 648 (Consolidated Appropriations Act 2019) and H.J.Res. 31 (FY2019 Department of Homeland Security appropriations). The resolution makes it in order at any time through the legislative day of February 1 2019 for the Speaker of the House to suspend the rules. In addition the resolution waives a specified requirement of Rule XIII (Calendar and Committee Reports) to allow consideration of any resolution reported from the Committee...,13,1
28,HR648,Making appropriations for the fiscal year ending September 30 2019 and for other purposes.,Consolidated Appropriations Act 2019,D,2019-01-17,,,0,0,0,0,Economics and Public Finance,Consolidated Appropriations Act 2019  This bill provides FY2019 appropriations for several federal departments and agencies. It includes 6 of the 12 regular FY2019 appropriations bills:  the Agriculture Rural Development Food and Drug Administration and Related Agencies Appropriations Act 2019;   the Commerce Justice Science and Related Agencies Appropriations Act 2019;  the Financial Services and General Government Appropriations Act 2019;   the Department of the Interior Environm...,18,2
29,HJRES31,Making further continuing appropriations for the Department of Homeland Security for fiscal year 2019 and for other purposes.,Consolidated Appropriations Act 2019,D,2019-01-22,2019-02-15,,0,0,0,0,Economics and Public Finance,Highlights  This bill provides FY2019 appropriations for several federal departments and agencies.  It includes 7 of the 12 regular FY2019 appropriations bills:    the Department of Homeland Security Appropriations Act 2019;   the Agriculture Rural Development Food and Drug Administration and Related Agencies Appropriations Act 2019;   the Commerce Justice Science and Related Agencies Appropriations Act 2019;   the Financial Services and General Government Appropriations Act 2019;  ...,54,5
30,HR624,To require the Securities and Exchange Commission to carry out a study of Rule 10b5-1 trading plans and for other purposes.,Promoting Transparent Standards for Corporate Insiders Act,D,2019-01-16,,,2,1,1,0,Finance and Financial Sector,Promoting Transparent Standards for Corporate Insiders Act  This bill directs the Securities and Exchange Commission (SEC) to study and report on possible revisions to regulations regarding Rule 10b5-1 trading plans. (Such plans allow certain employees of publicly traded corporations to sell their shares without violating insider trading prohibitions.) The SEC must revise regulations consistent with the results of the study. ,12,1
31,HR502,To require the Comptroller General of the United States to carry out a study on how virtual currencies and online marketplaces are used to buy sell or facilitate the financing of goods or services associated with sex trafficking or drug trafficking and for other purposes.,FIND Trafficking Act,D,2019-01-11,,,3,2,1,0,Finance and Financial Sector,Fight Illicit Networks and Detect Trafficking Act or the FIND Trafficking Act  This bill directs the Government Accountability Office (GAO) to report on the use of virtual currencies and online marketplaces in sex and drug trafficking. The GAO must study topics including   how illicit proceeds are transferred into the U.S. banking system  state and non-state actors that participate in such activity  preventative efforts from federal and state agencies and the extent to which the unique cha...,12,1
32,HR428,To direct the Under Secretary of Homeland Security for Intelligence and Analysis to develop and disseminate a threat assessment regarding terrorist use of virtual currency.,Homeland Security Assessment of Terrorists' Use of Virtual Currencies Act,D,2019-01-10,,,3,2,1,0,Crime and Law Enforcement,Homeland Security Assessment of Terrorists' Use of Virtual Currencies Act This bill directs the Department of Homeland Security's Office of Intelligence and Analysis to assess the threat posed by individuals using virtual currencies to support terrorism. The assessment shall be shared with state local and tribal law enforcement officials.  ,12,1
33,HR449,To amend the Homeland Security Act of 2002 to direct the Assistant Secretary for State and Local Law Enforcement to produce and disseminate an annual catalog on Department of Homeland Security training publications programs and services for State local and tribal law enforcement agencies and for other purposes.,Pathways to Improving Homeland Security at the Local Level Act,D,2019-01-10,,,1,1,0,0,Crime and Law Enforcement,Pathways to Improving Homeland Security at the Local Level Act This bill requires the Department of Homeland Security's Office for State and Local Law Enforcement to produce and disseminate an annual catalog of training opportunities programs and services that are available to state local and tribal law enforcement agencies.,12,1
34,HR769,To amend the Homeland Security Act of 2002 to establish in the Department of Homeland Security a board to coordinate and integrate departmental intelligence activities and policy related to counterterrorism and for other purposes.,Counterterrorism Advisory Board Act of 2019,R,2019-01-24,,,5,2,3,0,Emergency Management,Counterterrorism Advisory Board Act of 2019 This bill establishes in the Department of Homeland Security (DHS) a board to coordinate and integrate DHS's intelligence activities and policy related to its counterterrorism mission and functions. The board shall (1) advise the Secretary of DHS on the issuance of terrorism alerts and (2) meet on a regular basis to discuss intelligence and coordinate ongoing threat mitigation efforts and departmental activities.  The board's charter shall direct...,12,1
35,HRES77,Expressing the sense of Congress that financial institutions and other companies should work proactively with their customers affected by the shutdown of the Federal Government who may be facing short-term financial hardship and long-term damage to their creditworthiness through no fault of their own.,Expressing the sense of Congress that financial institutions and other entities should work proactively with their customers affected by the shutdown of the Federal Government who may be facing short-term financial hardship and long-term damage to their c,D,2019-01-25,,,0,0,0,0,Finance and Financial Sector,This resolution expresses the sense of Congress that financial institutions and other entities should take steps to mitigate the financial hardships faced by customers and tenants as a result of any federal government shutdown including the shutdown that began on December 22 2018.,13,1
36,HRES87,Providing for consideration of the bill (H.R. 790) to provide for a pay increase in 2019 for certain civilian employees of the Federal Government and for other purposes and providing for consideration of motions to suspend the rules.,Providing for consideration of the bill (H.R. 790) to provide for a pay increase in 2019 for certain civilian employees of the Federal Government and for other purposes and providing for consideration of motions to suspend the rules.,D,2019-01-29,,,0,0,0,0,Congress,This resolution sets forth the rule for consideration of H.R. 790 (Federal Civilian Workforce Pay Raise Fairness Act of 2019).  It shall be in order at any time through the legislative day of February 8 2019 for the Speaker of the House to suspend the rules.,11,2
37,HR790,To provide for a pay increase in 2019 for certain civilian employees of the Federal Government and for other purposes.,Federal Civilian Workforce Pay Raise Fairness Act of 2019,D,2019-01-25,,,26,0,26,0,Government Operations and Politics,Federal Civilian Workforce Pay Raise Fairness Act of 2019 This bill increases by 2.6% the rates of basic pay for federal civilian employees for 2019.,31,3
38,HRES79,Expressing the sense of the House of Representatives that Government shutdowns are detrimental to the Nation and should not occur.,Expressing the sense of the House of Representatives that Government shutdowns are detrimental to the Nation and should not occur.,D,2019-01-28,,,0,0,0,0,Government Operations and Politics,This resolution expresses the sense of the House of Representatives that (1) government shutdowns cause substantial damage; (2) shutting down the government is not an acceptable tactic or strategy for resolving differences; and (3) Congress must ensure the continued uninterrupted operations of the government and its duty to protect and promote the security of the American people.,13,1
39,HR831,To direct the Secretary of Transportation to request nominations for and make determinations regarding roads to be designated under the national scenic byways program and for other purposes.,Reviving America's Scenic Byways Act of 2019,D,2019-01-29,2019-09-22,,3,1,2,0,Transportation and Public Works,Reviving America's Scenic Byways Act of 2019 This bill requires the Department of Transportation to issue a request for nominations with respect to roads to be designated under the national scenic byways program and make publicly available a list specifying the roads designated.,19,1
40,HR66,To establish the Route 66 Centennial Commission to direct the Secretary of Transportation to prepare a plan on the preservation needs of Route 66 and for other purposes.,Route 66 Centennial Commission Act,R,2019-01-03,,,13,5,8,0,Transportation and Public Works,Route 66 Centennial Commission Act This bill establishes the Route 66 Centennial Commission to honor Route 66 on the occasion of its centennial anniversary. The Department of Transportation shall prepare a plan on the preservation needs of Route 66.,12,1
41,HRES105,Providing for consideration of the bill (H.R. 840) to amend title 38 United States Code to direct the Secretary of Veterans Affairs to provide child care assistance to veterans receiving certain medical services provided by the Department of Veterans Affairs; providing for the adoption of the resolution (H. Res. 86) providing amounts for the expenses of the Select Committee on the Climate Crisis and the Select Committee on the Modernization of Congress; and providing for consideration of motions to suspend the rules.,Providing for consideration of the bill (H.R. 840) to amend title 38 United States Code to direct the Secretary of Veterans Affairs to provide child care assistance to veterans receiving certain medical services provided by the Department of Veterans Af,D,2019-02-06,,,0,0,0,0,Congress,This resolution sets forth the rule for consideration of H.R. 840 (Veterans' Access to Child Care Act) and provides for adoption of H.Res. 86 (providing amounts for the expenses of the Select Committee on the Climate Crisis and the Select Committee on the Modernization of Congress). The resolution makes it in order for the Speaker of the House to suspend the rules at any time through the legislative day of February 15 2019.,14,2
42,HR450,To amend title 18 United States Code to provide an additional tool to prevent certain frauds against veterans and for other purposes.,Preventing Crimes Against Veterans Act of 2019,D,2019-01-10,,,23,12,11,0,Crime and Law Enforcement,Preventing Crimes Against Veterans Act of 2019 This bill establishes a new criminal offense for knowingly executing or attempting to execute a scheme to defraud an individual of veterans' benefits. A violator is subject to criminal penalties—a fine a prison term of up to five years or both.,12,1
43,HR507,To direct the Attorney General to study issues relating to human trafficking and for other purposes.,Put Trafficking Victims First Act of 2019,D,2019-01-11,,,7,3,4,0,Crime and Law Enforcement,Put Trafficking Victims First Act of 2019 This bill sets forth provisions intended to help assess the prevalence of human trafficking in the United States and improve support for victims of trafficking and service providers. The Department of Justice (DOJ) must work with federal entities and other stakeholders to do the following:  establish a working group to improve the collection and analysis of data on the incidence of trafficking report on efforts to develop methodologies to determine t...,13,1
44,HR840,To amend title 38 United States Code to direct the Secretary of Veterans Affairs to provide child care assistance to veterans receiving certain medical services provided by the Department of Veterans Affairs.,Veterans' Access to Child Care Act,D,2019-01-29,,,22,1,21,0,Armed Forces and National Security,Veterans' Access to Child Care Act  This bill directs the Department of Veterans Affairs (VA) to provide child care assistance to an eligible veteran who is actively participating in treatment by attending appointments for any period that the veteran (1) receives covered health care services at a VA facility and (2) is required to travel to and return from such facility for the receipt of such services. The bill defines covered health care services to mean regular mental health care services...,53,4
45,HR1065,To provide for a study on the use of social media in security clearance investigations.,Social Media Use in Clearance Investigations Act of 2019,D,2019-02-07,,,2,2,0,0,Government Operations and Politics,Social Media Use in Clearance Investigations Act of 2019 This bill directs the Office of Management and Budget to report on the examination of social media activity during security clearance investigations.,12,1
46,HR1079,To require the Director of the Office of Management and Budget to issue guidance on electronic consent forms and for other purposes.,Creating Advanced Streamlined Electronic Services for Constituents Act of 2019,R,2019-02-07,2019-08-22,,3,2,1,0,Government Operations and Politics,Creating Advanced Streamlined Electronic Services for Constituents Act of 2019 or the CASES Act This bill directs the Office of Management and Budget (OMB) to require each federal agency to accept electronic identity proofing and authentication processes that allow an individual under the Privacy Act to access the individual's records or to provide prior written consent for the disclosure of the individual's records. The OMB must (1) create a template for electronic consent and access forms...,20,1
47,HRES122,Providing for consideration of the joint resolution (H.J. Res. 37) directing the removal of United States Armed Forces from hostilities in the Republic of Yemen that have not been authorized by Congress; waiving a requirement of clause 6(a) of rule XIII with respect to consideration of certain resolutions reported from the Committee on Rules; and providing for consideration of motions to suspend the rules.,Providing for consideration of the joint resolution (H.J. Res. 37) directing the removal of United States Armed Forces from hostilities in the Republic of Yemen that have not been authorized by Congress; waiving a requirement of clause 6(a) of rule XIII w,D,2019-02-11,,,0,0,0,0,Congress,This resolution sets forth the rule for consideration of H.J.Res. 37 (directing the removal of certain U.S. Armed Forces from hostilities in the Republic of Yemen). The resolution waives a specified requirement of Rule XIII (Calendar and Committee Reports) to allow consideration of resolutions reported from the Committee on Rules through the legislative day of February 17 2019 on the same day it is presented to the House relating to measures making or continuing appropriations for FY2019. ...,11,2
48,HJRES37,Directing the removal of United States Armed Forces from hostilities in the Republic of Yemen that have not been authorized by Congress.,Directing the removal of United States Armed Forces from hostilities in the Republic of Yemen that have not been authorized by Congress.,D,2019-01-30,,,96,3,93,0,International Affairs,This joint resolution directs the President to remove U.S. Armed Forces from hostilities in or affecting Yemen within 30 days unless Congress authorizes a later withdrawal date issues a declaration of war or specifically authorizes the use of the Armed Forces. Prohibited activities include providing in-flight fueling for non-U.S. aircraft conducting missions as part of the conflict in Yemen. This joint resolution shall not affect any military operations directed at Al Qaeda. The President m...,27,3
49,HR995,To amend chapter 3 of title 5 United States Code to require the publication of settlement agreements and for other purposes.,Settlement Agreement Information Database Act of 2019,R,2019-02-06,,,1,1,0,0,Government Operations and Politics,Settlement Agreement Information Database Act of 2019 (Sec. 2) This bill requires executive agencies to submit information regarding settlement agreements to a public database. Specifically an agency must submit information regarding any settlement agreement (including a consent decree) entered into by the agency related to an alleged violation of federal law. If an agency determines that information regarding an agreement must remain confidential to protect the public interest the agency m...,13,1
50,HRES131,Providing for consideration of the conference report to accompany the joint resolution (H.J. Res. 31) making further continuing appropriations for the Department of Homeland Security for fiscal year 2019 and for other purposes and providing for proceedings during the period from February 15 2019 through February 22 2019.,Providing for consideration of the conference report to accompany the joint resolution (H.J. Res. 31) making further continuing appropriations for the Department of Homeland Security for fiscal year 2019 and for other purposes and providing for proceedi,D,2019-02-14,,,0,0,0,0,Congress,This resolution sets forth the rule for consideration of the conference report on H.J.Res. 31 (FY2019 Department of Homeland Security appropriations).,10,2
