,bill_number,title,short_title​,sponsor_party​,introduced_date​,enacted​,vetoed​,cosponsors_count​,cosponsors_R,cosponsors_D,cosponsors_I,primary_subject​,summary_short​,actions_count​,votes_count
32,HR239,To amend the Stock Raising Homestead Act to resolve certain problems regarding subsurface estates and for other purposes.,,D,1993-01-05,,,0,0,0,0,Mines and mineral resources,(Sec. 1) Amends Federal law regarding stock-raising homesteads to require a written notice to the surface owner before a person may enter lands for exploration purposes or to locate a mining claim. Provides for an authorized exploration period during which exploring and locating a mining claim may be conducted with minimal surface disruption but no road construction use of explosives mechanical earth moving equipment or hazardous materials. Limits the total acreage that may be covered at ...,24,1
33,HRES118,To condemn the release by the Government of Malta of convicted terrorist Mohammed Ali Rezaq.,,D,1993-03-08,,,23,12,11,0,International affairs,Condemns the release by the Government of Malta of convicted terrorist Mohammed Ali Rezaq. Urges all governments to: (1) cooperate in transferring Rezaq to the United States or to another concerned country to face criminal charges for involvement in the Egypt Air hijacking of November 1985 and the murder of civilians; and (2) not provide safe haven to terrorists. Urges the President to review the U.S. relationship with Malta.,17,1
34,HRES107,Providing amounts from the contingent fund of the House for the expenses of investigations and studies by certain committees of the House in the first session of the One Hundred Third Congress.,,D,1993-03-02,,,0,0,0,0,House of Representatives,Makes available from the contingent fund of the House of Representatives certain amounts for investigations and studies by the Joint Committee on the Organization of the Congress and the following House committees in the first session of the 103d Congress: Agriculture; Armed Services; Banking Finance and Urban Affairs; District of Columbia; Education and Labor; Energy and Commerce; Foreign Affairs; Government Operations; House Administration; Intelligence; Judiciary; Merchant Marine and Fish...,16,1
35,HRES142,Waiving a requirement of clause 4(b) of rule XI with respect to consideration of a certain resolution reported from the Committee on Rules.,,D,1993-03-30,,,0,0,0,0,House of Representatives,Waives with respect to any resolution reported by the Committee on Rules on March 31 1993 to provide for the consideration of the conference report on H. Con. Res. 64 (congressional budget) provisions of rule XI of the Rules of the House of Representatives that require a two-thirds vote to consider a report from such committee on the same day it is presented to the House.,8,1
36,HRES145,Waiving points of order against the conference report to accompany the concurrent resolution (H. Con. Res. 64) setting forth the congressional budget for the United States Government for the fiscal years 1994 1995 1996 1997 and 1998 and against consideration of such conference report.,,D,1993-03-31,,,0,0,0,0,House of Representatives,Waives points of order against the consideration of the conference report on H. Con. Res. 64 (congressional budget).,8,1
37,HRES147,Providing for the consideration of the bill (H.R. 1430) to provide for a temporary increase in the public debt limit.,,D,1993-03-31,,,0,0,0,0,House of Representatives,Sets forth the rule for the consideration of H.R. 1430 (temporary increase in the public debt limit).,8,1
38,HR1430,To provide for a temporary increase in the public debt limit.,,D,1993-03-23,,,0,0,0,0,Public debt,Provides for a temporary increase in the public debt limit.,25,1
39,HR328,To direct the Secretary of Agriculture to convey certain lands to the town of Taos New Mexico.,,D,1993-01-05,,,0,0,0,0,Public lands and natural resources,Directs the Secretary of Agriculture to convey the Old Taos Ranger District Office and Warehouse to the town of Taos New Mexico. Sets forth the terms and conditions of such conveyance.,22,1
40,HR38,To establish the Jemez National Recreation Area in the State of New Mexico and for other purposes.,,D,1993-01-05,,,0,0,0,0,Recreation,Establishes the Jemez National Recreational Area in New Mexico. Directs the Secretary of Agriculture to develop a management plan for the Area. Requires the Secretary in consultation with local tribal leaders to: (1) protect religious and cultural sites in the Area; and (2) provide access to such sites by Indian peoples for traditional cultural and customary uses. Authorizes the Secretary to permit timber harvesting for commercial purposes as long as it is compatible with the Area's purpose...,32,1
41,HRES149,Providing for the consideration of the bill (H.R. 1578) to amend the Congressional Budget and Impoundment Control Act of 1974 to provide for the expedited consideration of certain proposed rescissions of budget authority.,,D,1993-04-01,,,0,0,0,0,House of Representatives,Sets forth the rule for the consideration of H.R. 1578 (amending the Congressional Budget and Impoundment Control Act of 1974 regarding rescissions of budget authority).,11,1
42,HR1578,To amend the Congressional Budget and Impoundment Control Act of 1974 to provide for the expedited consideration of certain proposed rescissions of budget authority.,Expedited Rescissions Act of 1993,D,1993-04-01,,,32,0,32,0,Federal budgets,Expedited Rescissions Act of 1993 - Amends the Congressional Budget and Impoundment Control Act of 1974 to allow the President to transmit to both Houses of the Congress for expedited consideration one special message proposing to rescind all or part of any item of budget authority provided in an appropriation bill. Requires that such special message be transmitted not later than three days after the President approves the appropriation bill and be accompanied by a draft bill or joint resol...,26,1
43,HRES163,Waiving points of order against the conference report to accompany the bill (H.R. 2) to establish national voter registration procedures for Federal elections and for other purposes.,,D,1993-05-04,,,0,0,0,0,House of Representatives,Waives points of order against the consideration of the conference report on H.R. 2 (establishing national voter registration procedures for Federal elections) with respect to failure to comply with rule XXVIII of the House of Representatives relating to germane modification of a disagreement to an amendment in the nature of a substitute.,8,1
44,HR820,To amend the Stevenson-Wydler Technology Innovation Act of 1980 to enhance manufacturing technology development and transfer to authorize appropriations for the Technology Administration of the Department of Commerce including the National Institute of Standards and Technology and for other purposes.,National Competitiveness Act of 1994,D,1993-02-04,,,49,6,43,0,"Science, technology, communications",TABLE OF CONTENTS: Title I: General Provisions Title II: Manufacturing Subtitle A: Manufacturing Technology and Extension Subtitle B: National Science Foundation Manufacturing Programs Title III: Critical Technologies Title IV: Additional Commerce Department Provisions Title V: Authorization of Appropriations Title VI: Information Technology Applications Title VII: Fastener Quality Act Amendments Title VIII: Private Carriage of Urgent Letters Title IX: Regulatory Flexibility Analysis Title X:...,80,2
45,HR873,"Entitled: ""Gallatin Range Consolidation and Protection Act of 1993"".",Gallatin Range Consolidation and Protection Act of 1993,D,1993-02-04,,,0,0,0,0,Public lands and natural resources,Gallatin Range Consolidation and Protection Act of 1993 - Directs the Secretary of Agriculture to acquire: (1) by exchange from the Big Sky Lumber Company specified lands and interests north of Yellowstone National Park including land in and adjacent to the Hyalite-Porcupine-Buffalo Horn Wilderness Study Area the Scapegoat Wilderness Area and other lands in the Gallatin National Forest; and (2) by purchase or exchange from the Company lands and interests in the Porcupine Area the Taylor...,56,1
46,HRES172,Providing for the consideration of the bill (H.R. 1159) to revise clarify and improve certain marine safety laws of the United States and for other purposes.,,D,1993-05-18,,,0,0,0,0,House of Representatives,Sets forth the rule for the consideration of H.R. 1159 (marine safety).,8,1
47,HR588,"To designate the facility of the United States Postal Service located at 20 South Main in Beaver Utah as the ""Abe Murdock United States Post Office Building"".",,R,1993-01-26,,,0,0,0,0,Government operations and politics,Designates the facility of the U.S. Postal Service located at 20 South Main in Beaver Utah as the Abe Murdock United States Post Office Building.,24,1
48,HRES183,Providing for consideration of the bill (H.R. 2244) making supplemental appropriations transfers and rescissions for the fiscal year ending September 30 1993 and for other purposes and waiving points of order against the bill (H.R. 2118) making supplemental appropriations for the fiscal year ending September 30 1993 and for other purposes and against its consideration.,,D,1993-05-25,,,0,0,0,0,House of Representatives,Sets forth the rule for the consideration of H.R. 2244 (supplemental appropriations). Waives all points of order against the consideration of H.R. 2118 (supplemental appropriations).,8,1
49,HR2118,Making supplemental appropriations for the fiscal year ending September 30 1993 and for other purposes.,Supplemental Appropriations Act of 1993,D,1993-05-13,,,0,0,0,0,Appropriations,Supplemental Appropriations Act of 1993 - Makes emergency supplemental appropriations for FY 1993. Makes additional appropriations available to the Department of Agriculture for the Food Safety and Inspection Service the Soil Conservation Service the Rural Development Administration and the Farmers Home Administration. Rescinds certain amounts available to the Rural Development Administration the Farmers Home Administration and the Human Nutrition Information Service. Provides for the use...,108,2
50,HR2244,Making supplemental appropriations transfers and rescissions for the fiscal year ending September 30 1993 and for other purposes.,Second Supplemental Appropriations Act of 1993,D,1993-05-24,,,0,0,0,0,Appropriations,TABLE OF CONTENTS: Title I: Supplemental Appropriations Title II: Rescissions Title III: General Provisions Second Supplemental Appropriations Act of 1993 - Title I: Supplemental Appropriations - Makes supplemental appropriations available to: (1) the Employment and Training Administration of the Department of Labor; (2) the Environmental Protection Agency for construction grants; (3) the Farmers Home Administration of the Department of Agriculture; (4) the Office of Justice Programs of the D...,18,1
51,HRES186,Providing for consideration of the bill (H.R. 2264) to provide for reconciliation pursuant to section 7 of the concurrent resolution on the budget for fiscal year 1994.,,D,1993-05-27,,,0,0,0,0,House of Representatives,Sets forth the rule for the consideration of H.R. 2264 (budget reconciliation).,9,1
52,HR2264,To provide for reconciliation pursuant to section 7 of the concurrent resolution on the budget for fiscal year 1994.,Omnibus Budget Reconciliation Act of 1993,D,1993-05-25,,,0,0,0,0,Economics and public finance,TABLE OF CONTENTS: Title I: Agriculture and Related Provisions Title II: Armed Services Provisions Title III: Banking and Housing Provisions Title IV: Student Loans and ERISA Provisions Title V: Transportation and Public Works Provisions Title VI: Communications Licensing and Spectrum Allocation Provisions Title VII: Nuclear Regulatory Commission Provisions Title VIII: Patent and Trademark Office Provisions Title IX: Merchant Marine Provisions Title X: Natural Resources Provisions Title XI: C...,133,4
53,HR1159,To revise clarify and improve certain marine safety laws of the United States and for other purposes.,Passenger Vessel Safety Act of 1993,D,1993-03-01,,,3,2,1,0,Marine transportation,Passenger Vessel Safety Act of 1993 - Amends Federal marine safety law to revise certain definitions regarding passengers passenger vessels and certain other types of vessels (including offshore supply sailing school and submersible vessels). Authorizes the Secretary of the Department in which the Coast Guard is operating to exempt certain excursion oceanographic research and other vessels carrying passengers from certain marine safety laws. Authorizes the Secretary to establish differe...,26,1
54,HRES192,Providing for consideration of the bill (H.R. 2348) making appropriations for the Legislative Branch for the fiscal year ending September 30 1994 and for other purposes.,,D,1993-06-09,,,0,0,0,0,House of Representatives,Sets forth the rule for the consideration of H.R. 2348 (making appropriations for the legislative branch for FY 1994).,8,1
55,HR2348,Making appropriations for the Legislative Branch for the fiscal year ending September 30 1994 and for other purposes.,Legislative Branch Appropriations Act 1994,D,1993-06-08,,,0,0,0,0,Appropriations,Title I: Congressional Operations Title II: Other Agencies Title III: General Provisions Legislative Branch Appropriations Act 1994 - Title I: Congressional Operations - Congressional Operations Appropriations Act 1994 - Appropriates funds for FY 1994 for the operation of the Senate. Rescinds certain funds appropriated for the committees of the House of Representatives. Appropriates funds for FY 1994 for the operation of the House of Representatives and for joint items between the House and...,80,2
56,HR2201,To amend the Public Health Service Act to revise and extend programs relating to the prevention and control of injuries.,Injury Prevention and Control Amendments of 1993,D,1993-05-20,,,10,5,5,0,Health,Injury Prevention and Control Amendments of 1993 - Amends the Public Health Service Act to require the Secretary of Health and Human Services to carry out specified activities with respect to domestic violence and sexual assault including: (1) collecting data relating to the incidence of such violence and assault; (2) making grants to public and nonprofit entities for the evaluation of programs whose purpose is to prevent such violence and assault; (3) providing to the public information and...,13,1
57,HR2202,To amend the Public Health Service Act to revise and extend the program of grants relating to preventive health measures with respect to breast and cervical cancer.,Preventive Health Amendments of 1993,D,1993-05-20,,,14,7,7,0,Health,TABLE OF CONTENTS: Title I: Breast and Cervical Cancer Title II: Injury Prevention and Control Title III: Tuberculosis Title IV: Sexually Transmitted Diseases Title V: National Center for Health Statistics Title VI: Trauma Care Systems Title VII: Miscellaneous Provisions Preventive Health Amendments of 1993 - Title I: Breast and Cervical Cancer - Revises provisions of the Public Health Service Act (the Act) authorizing grants for breast and cervical cancer preventive health measures to allow ...,37,1
58,HRES195,Providing for consideration of the bill (H.R. 5) to amend the National Labor Relations Act and the Railway Labor Act to prevent discrimination based on participation in labor disputes.,,D,1993-06-14,,,0,0,0,0,House of Representatives,Sets forth the rule for the consideration of H.R. 5 (barring permanent replacement of strikers).,8,1
59,HR5,To amend the National Labor Relations Act and the Railway Labor Act to prevent discrimination based on participation in labor disputes.,Cesar Chavez Workplace Fairness Act,D,1993-01-05,,,195,2,192,0,Labor and employment,Cesar Chavez Workplace Fairness Act - Amends the National Labor Relations Act and the Railway Labor Act to prohibit permanent replacement of strikers. Amends the National Labor Relations Act to make it an unfair labor practice for an employer to promise threaten or take other action to hire a permanent replacement for an employee who: (1) at the beginning of a labor dispute was in a bargaining unit in which a labor organization either was the certified or recognized exclusive representative...,46,1
60,HRES197,Providing for further consideration of the bill (H.R. 2333) to authorize appropriations for the Department of State the United States Information Agency and related agencies to authorize appropriations for foreign assistance programs and for other purposes and for further consideration of the bill (H.R. 2404) to authorize appropriations for foreign assistance programs and for other purposes.,,D,1993-06-15,,,0,0,0,0,House of Representatives,Sets forth the rule for the consideration of: (1) H.R. 2333 (authorizing appropriations for the Department of State the United States Information Agency related agencies and foreign assistance programs); and (2) H.R. 2404 (authorizing appropriations for foreign assistance programs).,8,1
61,HR2404,To authorize appropriations for foreign assistance programs and for other purposes.,Foreign Assistance Authorization Act of 1993,D,1993-06-14,,,0,0,0,0,International affairs,TABLE OF CONTENTS: Title I: Reform of Foreign Assistance Programs Title II: Authorizations for Foreign Assistance Programs Title III: Regional Provisions Title IV: Provisions Relating to Arms Transfers Title V: Other Foreign Assistance Provisions Title VI: Bosnia-Hercegovina Title VII: Miscellaneous Provisions Foreign Assistance Authorization Act of 1993 - Title I: Reform of Foreign Assistance Programs - (Sec. 101) Requires the President to submit to the Congress a plan for comprehensive refo...,30,0
62,HR2333,To authorize appropriations for the Department of State the United States Information Agency and related agencies to authorize appropriations for foreign assistance programs and for other purposes.,Foreign Relations Authorization Act Fiscal Years 1994 and 1995,D,1993-06-08,,,2,1,1,0,International affairs,TABLE OF CONTENTS: Title I: Department of State and Related Agencies Part A: Authorization of Appropriations Part B: Authorities and Activities Part C: Department of State Organization Part D: Personnel Title II: United States Informational Educational and Cultural Programs Part A: Authorization of Appropriations Part B: USIA and Related Agencies Authorities and Activities Part C: Mike Mansfield Fellowships Title III: United States International Broadcasting Act Title IV: International Orga...,82,2
63,HRES200,Providing for consideration of the bill (H.R. 2295) making appropriations for foreign operations export financing and related programs for the fiscal year ending September 30 1994 and making supplemental appropriations for such programs for the fiscal year ending September 30 1993 and for other purposes.,,D,1993-06-16,,,0,0,0,0,House of Representatives,Sets forth the rule for the consideration of H.R. 2295 (making appropriations for foreign operations export financing and related programs for FY 1993 and 1994).,8,1
64,HR2295,Making appropriations for foreign operations export financing and related programs for the fiscal year ending September 30 1994 and for other purposes.,Foreign Operations Export Financing and Related Programs Appropriations Act 1994,D,1993-05-27,,,0,0,0,0,International affairs,TABLE OF CONTENTS: Title I: Multilateral Economic Assistance Title II: Bilateral Economic Assistance Title III: Military Assistance Title IV: Export Assistance Title V: General Provisions Title VI: Fiscal Year 1993 Supplemental Appropriations Foreign Operations Export Financing and Related Programs Appropriations Act 1994 - Title I: Multilateral Economic Assistance - Makes appropriations for FY 1994 for the U.S. contribution to the: (1) International Bank for Reconstruction and Development...,140,4
